Index,Contract_Execution_Date,PMT_No.,Item_No,Sales_Contract_No.,Contract/Spot,Sold_to_Customer_Name,Sold_to_Customer_Code,Customer_Type,Customer_Industry,Grade,Material,Payment_Term,Incoterm,Country,Destination_Port,City_State,Shipping_Condition,Export/Domestic,Cross_Boarder,Plant,RETA,BL_Date,EXCHANGE_RATE,QUANTITY,UOM,Currency,FLOOR_PRICE,NORMALISED_INVOICE_PRICE,REFERENCE_MARKET_PRICE,Price_Premium,PRODUCTBASEPRICE,GRADEALPHA,INVOICEPRICE
1458,1/7/2019,QTN-0000021408-1,9,30019308,QUOTATION,COMMERCIAL PLASTIC INDUSTRIES,8010000729,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,00:00.0,4.16,264,MT,USD,1060,1064.82241,1040,24.82241,1040,62.796159090909,1089.9961590909
1459,2/8/2018,QTN-0000015432-1,1,30013668,QUOTATION,RIM 21 CORP.,8010001291,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,3.85,494,MT,USD,1230,1287.24384,1255,32.2438400000001,1270,15,1300
1460,2/2/2018,QTN-0000015225-1,1,30013507,QUOTATION,LEAN LEE TRADING CO. SDN BHD,8010000999,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYPG06 PENANG,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.85,360,MT,USD,1220,1253.92479,1216.25,37.67479,1240,23.2104111111111,1280.00041111111
1461,2/2/2018,QTN-0000015225-1,3,30013506,QUOTATION,LEAN LEE TRADING CO. SDN BHD,8010000999,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYPG06 PENANG,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.85,308,MT,USD,1310,1353.45314,1321.25,32.2031400000001,1330,23.4434253246753,1380.00342532467
1462,1/18/2018,QTN-0000014961-1,2,30013352,QUOTATION,PT. PANVERTA CAKRAKENCANA,8010001255,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZCBD,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.06,17,MT,USD,1200,1282.23521,1257.5,24.7352100000001,1240,15,1295
1463,1/11/2019,QTN-0000021326-2,1,30019498,QUOTATION,PT. BUKITMEGA MASABADI,8010001217,Distributor / Trader,Mfg-Petroleum Prod,HD5301AA,72000544,TT60,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,4.16,1487.5,MT,USD,1060,1086.18944,1098.33333,-12.1438899999998,1100,16.4239724369747,1105.00397243697
1464,1/14/2019,QTN-0000021785-1,1,30019562,QUOTATION,PT. BERLINA TBK,8010001242,End Customer,Mfg-Petroleum Prod,C150Y,72000448,LC30,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.16,70,MT,USD,1000,1104.03342,1040,64.03342,1040,15,1120
1465,1/9/2018,QTN-0000014668-1,5,30013228,QUOTATION,WESCO CHINA LIMITED,8010004900,Distributor / Trader,Trading,C150Y,72000448,TT00,CFR,Taiwan,TAIWAN MAIN PORTS,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,4.06,34,MT,USD,1140,1227.11438,1257.5,-30.38562,1240,60,1225
1466,10/26/2017,QTN-0000013397-1,1,30012024,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,HD5301AA,72000544,TT60SBLC,FOB,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,4.2,17.5,MT,USD,1170,1255.64677,1193,62.6467700000001,1210,1.56634285714285,1259.99634285714
1467,3/6/2018,QTN-0000015913-1,1,30013936,QUOTATION,PT. BUKITMEGA MASABADI,8010001217,Distributor / Trader,Mfg-Petroleum Prod,LL0209SA,72000608,TT60SBLC,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,3.9,1496,MT,USD,1265,1270.5462,1265,5.5462,1305,16.6893495989304,1289.99934959893
1468,1/9/2018,QTN-0000014724-1,1,30013219,QUOTATION,SCIENTEX GREAT WALL (IPOH) SDN BHD,8010001115,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYPR12 SUNGAI SIPUT,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.06,22.5,MT,USD,1220,1190.47738,1191.25,-0.772619999999961,1240,23.2104,1216.2504
1469,3/9/2018,QTN-0000016109-1,1,30014132,QUOTATION,LOONGSEN PLASTICS (M) SDN BHD,8010001017,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYMK01 MELAKA,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.9,90,MT,USD,1285,1288.75696,1265,23.7569599999999,1305,23.3787,1314.9987
1470,1/8/2019,QTN-0000021520-1,6,30019386,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,LL3840UA,72000617,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.16,44,MT,USD,1070,1132.00787,1036.66667,95.3411999999998,1060,52.8220454545454,1157.50204545454
1471,3/1/2018,QTN-0000015753-1,1,30013887,QUOTATION,"INTERCORDIA CO., LTD",8010000926,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT45SBLC,DDP,Thailand,THBRK BANGRAK,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,00:00.0,31.0778,264,MT,USD,1230,1282.15205,1255,27.1520499999999,1270,40,1320
1472,2/8/2019,QTN-0000022456-1,1,30019974,QUOTATION,"INTERCORDIA CO., LTD",8010000926,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT45SBLC,DDP,Thailand,THAYU AYUTHAYA,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,00:00.0,31.6668,506,MT,USD,1000,1042.66986,1040,2.66985999999997,1040,40,1080
1473,2/7/2019,QTN-0000022411-1,1,30019919,QUOTATION,"PRIME POLYMER CO., LTD",8010007117,Distributor / Trader,Trading,C150Y,72000448,ZB05,DDP,Thailand,THAYU AYUTHAYA,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,,31.3155,198,MT,USD,1000,1086.45634,1040,46.45634,1040,45,1125
1474,8/3/2018,QTN-0000018686-1,1,30016431,QUOTATION,TOSIN PACKAGING (M) SDN BHD,8010001477,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM30,DAP,Malaysia,MYKD01 ALOR SETAR,MYPG06 PENANG,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.04,44,MT,USD,1360,1436.85,1366.25,70.5999999999999,1380,20,1460
1475,8/3/2018,QTN-0000018686-1,2,30016432,QUOTATION,TOSIN PACKAGING (M) SDN BHD,8010001477,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM30,DAP,Malaysia,MYKD01 ALOR SETAR,MYPG06 PENANG,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.04,22.5,MT,USD,1190,1363.00966,1181.25,181.75966,1210,20,1386
1476,2/11/2019,QTN-0000022499-1,1,30020036,QUOTATION,DIAMOND OIL & FATS PRODUCTS,8010006619,End Customer,Mfg-Chemical Product,HD5201AA,72000539,ZB30,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH01 JOHOR BAHRU,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,,4.11,220,MT,USD,1070,1109.02479,1086.25,22.7747899999999,1060,50,1130
1477,10/11/2017,QTN-0000013188-1,1,30011809,QUOTATION,WESCO CHINA LIMITED,8010004900,Distributor / Trader,Trading,C150Y,72000448,TT00,CFR,China,CHINA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,4.2,306,MT,USD,1250,1292.22658,1243,49.22658,1290,0,1290
1478,1/8/2019,QTN-0000021492-1,2,30019365,QUOTATION,KLANG HOCK PLASTIC INDUSTRIES,8010000979,End Customer,Mfg-Petroleum Prod,N109X,72000660,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,00:00.0,4.16,154,MT,USD,1070,1054.87574,1040,14.87574,1040,72.8220519480519,1080.00205194805
1479,10/16/2017,QTN-0000013249-1,1,30011890,QUOTATION,NCI INDUSTRIES SDN. BHD.,8010001101,End Customer,Mfg-Petroleum Prod,HD5201AA,72000539,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH07 PONTIAN,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.2,22,MT,USD,1220,1285.74917,1193,92.7491700000001,1210,53.210409090909,1317.0004090909
1480,8/10/2017,QTN-0000012312-1,3,30011046,QUOTATION,WESCO CHINA LIMITED,8010004900,Distributor / Trader,Trading,C150Y,72000448,TT00,CFR,Taiwan,KAOHSIUNG,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,4.29,68,MT,USD,1080,1212.08849,1200,12.0884900000001,1210,90,1210
1481,1/3/2019,QTN-0000021372-1,1,30019266,QUOTATION,HOXXON INTERNATIONAL TRADING CO LTD,8010000892,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC30,CFR,Taiwan,TAIWAN MAIN PORTS,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.18,148.5,MT,USD,950,1005.45548,1040,-34.54452,1040,-30,1013.33
1482,3/6/2018,QTN-0000015929-1,3,30013947,QUOTATION,KLANG HOCK PLASTIC INDUSTRIES,8010000979,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.9,154,MT,USD,1340,1403.21349,1401.25,1.96349000000009,1360,23.5210974025974,1430.00109740259
1483,5/12/2017,QTN-0000010815-1,1,30009587,QUOTATION,EURO PLAS-PACK INDUSTRIES,8010000793,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG09 KLANG,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M059,00:00.0,00:00.0,0,13.75,MT,MYR,5676.00012,5861.52388,5731.00012,130.52376,5764.00014545454,102.9232,6000.00334545454
1484,1/5/2018,QTN-0000014691-1,1,30013135,QUOTATION,SUMIKENG (M) SDN BHD,8010001403,Distributor / Trader,Mfg-Petroleum Prod,HD5301AA,72000544,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYPG04 PRAI,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.06,242,MT,USD,1240,1283.78417,1255,28.7841699999999,1260,23.2621900826446,1310.00219008264
1485,3/28/2018,QTN-0000016207-1,5,30014325,QUOTATION,WESCO CHINA LIMITED,8010004900,Distributor / Trader,Trading,C150Y,72000448,TT00,CFR,China,CNXMN XIAMEN,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,3.9,34,MT,USD,1230,1262.17479,1237.5,24.67479,1270,0,1260
1486,2/4/2019,QTN-0000022313-1,2,30019902,QUOTATION,UNIPLAST POLYMERS SDN BHD,8010001505,Distributor / Trader,Mfg-Petroleum Prod,HD5201AA,72000539,ZB60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.11,308,MT,USD,1070,1116.06568,1086.25,29.8156799999999,1060,51.4110259740259,1140.00102597402
1487,5/17/2017,QTN-0000010679-1,1,30009662,QUOTATION,Y & M INTERNATIONAL CORP.,8010005348,Distributor / Trader,Trading,C150Y,72000448,TT00,CFR,Vietnam,VNCLI CAT LAI,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,0,17,MT,USD,1270,1317.26973,1302.5,14.76973,1310,0,1315
1488,2/8/2019,QTN-0000022396-1,1,30019955,QUOTATION,CHONG WAH PLASTICS SDN BHD,8010000709,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZB60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.11,180,MT,USD,1040,1066.23945,1031.25,34.98945,1060,21.3721944444444,1090.00219444444
1489,2/14/2019,QTN-0000022570-1,2,30020095,QUOTATION,LEAN LEE TRADING CO. SDN BHD,8010000999,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM60,DAP,Malaysia,MYPG06 PENANG,MYPG06 PENANG,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.11,337.5,MT,USD,1040,1025.02046,1031.25,-6.22954000000004,1060,22.7443822222222,1050.00438222222
1490,9/6/2017,QTN-0000012582-1,1,30011255,QUOTATION,CHONG WAH PLASTICS SDN BHD,8010000709,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZB60,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.29,225,MT,USD,1180,1267.45119,1142.5,124.95119,1180,41.5275333333333,1316.99753333333
1491,1/7/2019,QTN-0000021504-1,1,30019348,QUOTATION,WT PLASTIC PRODUCTS SDN BHD,8010001548,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZB60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.16,225,MT,USD,1040,1046.30848,1036.66667,9.64180999999985,1060,21.3721911111111,1070.00219111111
1492,11/8/2017,QTN-0000013575-1,3,30012271,QUOTATION,ZHEJIANG FUTURE PETROCHEMICAL,8010001559,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC60,CFR,China,CHINA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.22,561,MT,USD,1250,1237.71248,1232.5,5.21247999999991,1290,1.66993226381461,1241.99993226381
1493,3/7/2018,QTN-0000015814-1,1,30014014,QUOTATION,RIM 21 CORP.,8010001291,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,3.9,442,MT,USD,1230,1307.27836,1285,22.27836,1270,15,1320
1494,11/2/2017,QTN-0000013657-1,1,30012130,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,LL3840UA,72000617,TT60SBLC,FOB,South Africa,ZADUR DURBAN,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,4.22,105,MT,USD,1240,1300.49207,1206.25,94.24207,1250,31.6569904761904,1304.99699047619
1495,1/10/2019,QTN-0000021327-2,1,30019493,QUOTATION,PT. BUKITMEGA MASABADI,8010001217,Distributor / Trader,Mfg-Petroleum Prod,LL3840UA,72000617,TT60,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,4.16,420,MT,USD,1050,1103.62609,1036.66667,66.9594199999999,1060,46.4110285714285,1122.50102857142
1496,7/17/2018,QTN-0000018338-1,1,30016194,QUOTATION,LOONGSEN PLASTICS (M) SDN BHD,8010001017,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYMK01 MELAKA,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4,66,MT,USD,1380,1410.68143,1392,18.6814300000001,1400,23.6246515151515,1437.50465151515
1497,1/13/2019,QTN-0000021618-1,2,30019523,QUOTATION,"ZHEJIANG JUFA CHEMICAL CO., LTD.",8010006732,Distributor / Trader,Trading,HD5301AA,72000544,LC60,CFR,China,CNNGB NINGBO,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,,4.16,700,MT,USD,1060,1056.34478,1083.33333,-26.98855,1100,1.42397285714285,1060.00397285714
1498,2/8/2019,QTN-0000022473-1,4,30020002,QUOTATION,SUMIKENG (M) SDN BHD,8010001403,Distributor / Trader,Mfg-Petroleum Prod,LL3840UA,72000617,ZM60,DAP,Malaysia,MYPG04 PRAI,MYPG04 PRAI,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.11,132,MT,USD,1070,1132.00788,1031.25,100.75788,1060,52.822053030303,1157.5020530303
1499,7/4/2017,QTN-0000011688-1,1,30010391,QUOTATION,SUMITOMO CORPORATION ASIA & OCEANIA,8010001405,Distributor / Trader,Mfg-Chemical Product,C150Y,72000448,TT07SBLC,CFR,Vietnam,VNSGN HO CHI MINH,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.25,17,MT,USD,1180,1222.10575,1221,1.10574999999994,1220,0,1220
1500,1/10/2019,QTN-0000021673-1,3,30019477,QUOTATION,TAN ZHUAN PLASTIC IND SDN BHD,8010001429,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH01 JOHOR BAHRU,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,00:00.0,4.16,44,MT,USD,1020,1044.92377,1040,4.9237700000001,1040,22.6926136363636,1070.00261363636
1501,12/6/2017,QTN-0000014119-1,1,30012628,QUOTATION,FOOK HUAT PLASTIC INDUSTRIES,8010000821,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZB60,DAP,Malaysia,MYKD01 ALOR SETAR,MYMK01 MELAKA,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.15,66,MT,USD,1210,1276.51113,1216.25,60.2611300000001,1230,21.5922575757575,1301.00225757575
1502,9/13/2017,QTN-0000012749-1,1,30011415,QUOTATION,IMPACT RANK (M) SDN BHD,8010000909,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH01 JOHOR BAHRU,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.29,66,MT,USD,1140,1204.14125,1135,69.1412499999999,1160,23.0032878787878,1235.00328787878
1503,3/6/2018,QTN-0000015910-1,1,30013938,QUOTATION,PT. BUKITMEGA MASABADI,8010001217,Distributor / Trader,Mfg-Petroleum Prod,HD5301AA,72000544,TT60SBLC,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,3.9,1225,MT,USD,1320,1420.02959,1401.25,18.7795900000001,1360,16.760547755102,1440.0005477551
1504,2/5/2018,QTN-0000015337-1,2,30013552,QUOTATION,TAN ZHUAN PLASTIC IND SDN BHD,8010001429,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH01 JOHOR BAHRU,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.85,180,MT,USD,1220,1253.92479,1216.25,37.67479,1240,23.2104111111111,1280.00041111111
1505,2/8/2018,QTN-0000014984-1,1,30013675,QUOTATION,PT. PLASTRADE WORLD,8010001256,End Customer,Trading,C150Y,72000448,TT30SBLC,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.06,357,MT,USD,1230,1283.87808,1255,28.87808,1270,15,1300
1506,2/8/2019,QTN-0000022436-1,1,30019987,QUOTATION,GOLDSTAR POLYMER TRADING CORP.,8010005496,Distributor / Trader,Trading,C150Y,72000448,LC00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,4.11,234,MT,USD,1000,1096,1040,56,1040,15,1100
1507,11/6/2017,QTN-0000013698-1,1,30012166,QUOTATION,DURA-MINE SDN BHD.,8010000770,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZB30,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.22,22,MT,USD,1220,1264.88585,1207.5,57.3858499999999,1240,20,1291
1508,12/28/2017,QTN-0000014323-1,2,30012939,QUOTATION,PT. PANVERTA CAKRAKENCANA,8010001255,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZCBD,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.15,17,MT,USD,1200,1282.23521,1273.75,8.48521000000005,1240,15,1295
1509,3/7/2019,QTN-0000023224-1,1,30020466,QUOTATION,MC INDUSTRIAL CHEMICAL COMPANY,8010004933,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT30,DDP,Thailand,THBKK BANGKOK,THAILAND,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,31.1097,52.5,MT,USD,1000,1150,1040,110,1040,5,1150
1510,4/4/2018,QTN-0000016658-1,1,30014449,QUOTATION,"PREMIUM PLAST CO., LTD",8010001205,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC30,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,31.1202,357,MT,USD,1220,1308.86945,1283,25.8694499999999,1260,5,1310
1511,11/14/2017,QTN-0000013858-1,1,30012331,QUOTATION,"ZHEJIANG JUFA CHEMICAL CO., LTD.",8010006732,Distributor / Trader,Trading,C150Y,72000448,LC60,CFR,China,CNNGB NINGBO,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,4.22,612,MT,USD,1250,1255.65034,1232.5,23.1503399999999,1290,1.66993137254901,1259.99993137254
1512,3/8/2019,QTN-0000023221-1,1,30020501,QUOTATION,"PREMIUM PLAST CO., LTD",8010001205,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT30SBLC,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,31.1097,175,MT,USD,1000,1130,1040,90,1040,5,1130
1513,1/23/2019,QTN-0000021929-2,1,30019680,QUOTATION,MEGA VINA COMPANY LIMITED,8010007185,Distributor / Trader,Mfg-Others,C150Y,72000448,TT00,CIF,Vietnam,VNSGN HO CHI MINH,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,4.16,306,MT,USD,1000,1001.73466,1040,-38.26534,1040,5,1005
1514,8/10/2017,QTN-0000012330-1,1,30011050,QUOTATION,ZHEJIANG FUTURE PETROCHEMICAL,8010001559,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC60,CFR,Taiwan,TWTXG TAICHUNG,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.29,272,MT,USD,1080,1195.80562,1200,-4.19437999999991,1210,73.5501360294117,1214.99986397058
1515,1/22/2019,QTN-0000021946-1,1,30019672,QUOTATION,"SHENZHEN JUYI FII CO., LTD.",8010005397,End Customer,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,China,CNYTN YANTIAN,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.16,136,MT,USD,950,1051.81233,993.33333,58.4789999999999,1040,-50,1050
1516,8/10/2017,QTN-0000012332-1,1,30011055,QUOTATION,"DISCOVERING PETROCHEMICAL CO., LTD.",8010006692,Distributor / Trader,Trading,C150Y,72000448,LC60,CFR,China,CHINA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,4.29,357,MT,USD,1080,1180.8574,1120,60.8574000000001,1210,73.5501372549019,1199.99986274509
1517,8/22/2017,QTN-0000011477-1,1,30011119,QUOTATION,PT. SUPERNOVA FLEXIBLE PACKAGING,8010001260,End Customer,Mfg-Petroleum Prod,C150Y,72000448,LC00,CFR,Indonesia,IDTPP TANJUNG PRIOK,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.25,17,MT,USD,1180,1290,1221,69,1220,0,1290
1518,4/5/2018,QTN-0000016736-1,1,30014488,QUOTATION,CHONG WAH PLASTICS SDN BHD,8010000709,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZB60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.9,225,MT,USD,1270,1365.20158,1241,124.20158,1290,21.6699333333333,1389.99993333333
1519,11/22/2018,QTN-0000020238-1,1,30018468,QUOTATION,PT. BERLINA TBK,8010001242,End Customer,Mfg-Petroleum Prod,C150Y,72000448,LC30,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.18,68,MT,USD,1110,1193.95575,1163.75,30.2057500000001,1150,15,1210
1520,1/8/2019,QTN-0000021565-1,1,30019393,QUOTATION,"INTERCORDIA CO., LTD",8010000926,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT45SBLC,DDP,Thailand,THAYU AYUTHAYA,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,00:00.0,32.4805,176,MT,USD,1000,1037.68065,1040,-2.31934999999999,1040,40,1075
1521,9/12/2017,QTN-0000012500-2,3,30011365,QUOTATION,ZHEJIANG FUTURE PETROCHEMICAL,8010001559,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC60,CFR,China,CNYTN YANTIAN,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.29,173.25,MT,USD,1210,1226.73487,1175,51.73487,1270,1.61815295815295,1234.99815295815
